url,name,brand,price,rating,description
https://reviews.femaledaily.com/products/body-wash/shower-gel-cream/biore/biore-bright-body-foam-41,Bright Body Foam,Biore,Rp. 20.000,3.9,DESCRIPTION There's no description for this product.
https://reviews.femaledaily.com/products/moisturizer/gel/pond-s/ponds-juice-collection-gel-cream-moisturizer-day-and-night-53,Juice Collection Gel Cream Moisturizer Day & Night,Pond's,Rp. 24.500,4.2,"DESCRIPTION Dapatkan kulit glowing natural dengan 100% natural origin extract, 100% natural derived moisturizing agent*, 100% alcohol free, cocok untuk semua jenis kulit! Oil-free Gel Cream Moisturizer, formula ringan yang diperkaya dengan Watermelon Extract + Vitamin E.*glycerinShelf Life: 1095 daysBPOM: NA18190123065"
https://reviews.femaledaily.com/products/moisturizer/gel/emina/emina-ms-pimple-moisturizing-gel-1,Ms. Pimple Moisturizing Gel,Emina,Rp. 20.000,3.8,DESCRIPTION There's no description for this product.
https://reviews.femaledaily.com/products/moisturizer/gel/skintific/msh-niacinamide-brightening-moisture-gel,MSH Niacinamide Brightening Moisture Gel,Skintific,Rp. 140.000,3.8,DESCRIPTION There's no description for this product.
https://reviews.femaledaily.com/products/moisturizer/gel/clinique/dramatically-different-moisturizing-gel-42,Dramatically Different Moisturizing Gel,CLINIQUE,Rp. 0,4.2,"DESCRIPTION Clinique Dramatically Different Moisturizing Gel merupakan gel pelembab dengan formula yang telah teruji oleh dermatolog, mencampurkan bahan hidrasi yang bebas minyak dengan bahan-bahan penguat kulit. Pelembab sehari-hari yang membantu kulit terlihat lebih muda tahan lama.How To Use :Gunakan dua kali sehari, pagi dan malam. Gunakan pada seluruh wajah dan leher, atau dibagian-bagian yang membutuhkan.Suitable For :Kulit normal dan kulit kombinasi.Ingredients :Water/Aqua/Eau, Dimethicone, Isododecane, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Glycerin, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract/Extrait D’Orge, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Triethelose, Sodium Hyaluronate, Tocopheryl Acetate, Sucrose, Chamomilla Recutita (Matricaria), Polysilicone-11, Silica, Propylene Glycol Dicaprate, Oleth-10, Lactobacillus Ferment, Laureth-23, Laureth-4, Ammonium Acryloyldimethyltaurate/VP Copolymer, Caprylyl Glycol, Hexylene Glycol, Tromethamine, Disdoium EDTA, Phenoxyethanol, Potassium Sorbate, Yellow 5, Red 4, Yellow 6."
https://reviews.femaledaily.com/products/moisturizer/gel/whitelab/cera-mug-barrier-moisturizing-gel-3,Cera-Mug Barrier Moisturizing Gel,Whitelab,,4.0,"DESCRIPTION Whitelab Cera-Mug Barrier Moisturizing Gel merupakan moisturizer dengan tekstur gel yang ringan tanpa meninggalkan rasa lengket. Diperkaya dengan kandungan Ceramide-4, Mugwort, Marine Collagen, dan HyaluComplex-10 yang melembabkan, merawat dan meningkatkan fungsi skin barrier wajah sekaligus memberi nutrisi terbaik untuk kulit wajah.Tersedia dalam ukuran:20 gr = Rp88.00040 gr = Rp140.000How to use:Gunakan Whitelab Cera-Mug Barrier Moisturizing Gel pada wajah dan leher. Digunakan pada pagi hari sebelum menggunakan tabir surya dan pada malam hari sebelum tidur.Suitable for:Semua jenis kulitIngredients:- Ceramide-4 yang terdiri dari 4 jenis esensial Ceramide kulit (Ceramide I, III, VI, Ceramide Prekursor) melengkapi kembali komponen lipid dan meningkatkan fungsi barrier wajah, mencegah Transepidermal Water Loss (TEWL), mengurangi tanda-tanda sensitivitas kulit, meningkatkan kelembaban, dan mempertahankan level hidrasi kulit wajah.- Mugwort yang kaya dengan antioksidan untuk membantu menenangkan kulit dan memberikan kelembaban.- HyaluComplex-10 yang terdiri dari 10 jenis molekul Hyaluron “low to middle weight molecule” yang dapat meningkatkan dan mempertahankan level hidrasi pada lapisan kulit yang berbeda."
https://reviews.femaledaily.com/products/moisturizer/gel/true-to-skin/mugwort-tripeptide-moisturizer-gel-cream,Mugwort Tripeptide Moisturizer Gel Cream,True to Skin,Rp. 122.500,4.7,"DESCRIPTION True to Skin Mugwort Tripeptide Gel Cream merupakan moisturizer yang bertexture di antara gel dan cream yang ringan di kulit namun memberi kelembaban yang maksimal. Moisturizer di formulasikan untuk membantu melembabkan melembutkan, dan menghaluskan dengan kandungan Sodium Hyaluronate dan Artemesia Capillaris Flower Extract. Membantu melindungi kulit dari paparan sinar matahari dan dengan Bahan aktif Palmitoyl Pentapeptide-4 serta TETRAPEPTIDE-44 sebagai anti aging yang dapat membantu mengurangi kerutan atau garis-garis halu pada kulit wajah dan membantu menenangkan jerawat.How to use:Ambil dengan ujung jari TRUE TO SKIN Mugwort Tripeptide Gel Cream. Totolkan ke beberapa bagian titik wajah. Kemudian usap dengan lembut secara merata sampai bagian leher.Suitable for:Semua jenis kulitIngredients:Aqua, Octyl Methoxycinnamate, Propanediol, Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, lactobionic acid, Palmitoyl Pentapeptide-4, Polyacrylamide, C13-14 isoparaffin, Laureth-7, beta-glucan, Sodium Hyaluronate, Saccharide isomerate, TETRAPEPTIDE-44, acetyl hexapeptide-8, Bisabolol, Tocopheryl Acetate, Artemisia Capillaris Extract, pentylene glycol, Helianthus Annuus (Sunflower) Seed Oil, Spirulina platensis extract, malus domestica fruit extract, Maltodextrin, caprylyl glycol, 1,2-hexanediol, Ethylhexylglycerin, Citric Acid, Sodium Citrate, Phenoxyethanol, Sucrose, Tromethamine"
https://reviews.femaledaily.com/products/body-wash/shower-gel-cream/palmolive/rich-moisture-25,Naturals Shower Milk,Palmolive,Rp. 85.900,4.4,"DESCRIPTION Palmolive Naturals menggunakan bahan-bahan terbaik dan alami untuk membuat kulit anda bersih dan terasa lebih lembut. Palmolive Naturals Milk & Honey diperkaya dengan manfaat protein susu dan ekstrak madu. Formulanya yang kaya mengandung mild cleansers yang membantu melembapkan dan merawat kulit dengan satu langkah mudah. Kulit menjadi lebih halus dan lebih lembut setiap kali mandi dengan Palmolive Naturals. 100% soap free, PH Balance yang sesuai dengan kulit, dermatologically tested, dan cukup untuk 200 kali mandi. Rasakan pengalaman mandi yang menyenangkan untuk setiap anggota keluarga anda. Cara Pakai : Tuang sabun ke tangan atau ke shower puff dengan menekan pump botol, lalu usapkan ke seluruh badan. Bilas hingga bersih dengan air. Kandungan : Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Fragrance, Sodium Cholride, Cocamide MEA, Styrene / Acrylates Copolymer, Sodium Salicylate, Sodium Benzoate, Polyquaternium-7, Glycol Distearate, Tetrasodium EDTA, Citric Acid, Lactose, Poloxamer 124, Honey, Milk Protein, CI 19140, CI 16035"
https://reviews.femaledaily.com/products/body-wash/shower-gel-cream/love-beauty-and-planet/majestic-glow-body-wash,Murumuru Butter & Rose Body Wash,Love Beauty and Planet,Rp. 54.000,4.3,"DESCRIPTION Love Beauty and Planet Murumuru Butter & Rose Body Wash merupakan body wash dengan kandungan Amazonian Murumuru Butter yang melembapkan dan keharuman lembut bunga Bulgarian Rose, Majestic glow body wash ini membersihkan dan mencerahkan kulit agar senantiasa tampak sehat bercahaya. Body Wash ini dikemas dalam 100% botol daur ulang, vegan-certified, cruelty free, bebas dari pewarna, silikon, dan paraben.How to use:Tuang ke tangan, busakan ke tubuh, dan bilas hingga bersih. Suitable for:Semua jenis kulitIngredients:Water, Myristic Acid, Lauric Acid, Potassium Hydroxide, Potassium Chloride, Sodium Laureth Sulfate, Palmitic Acid, Glycol Distearate, Perfume, Cocamidopropyl Betaine, Phenoxyethanol, Hydroxypropyl Methylcellulose , Sodium Chloride, Tetrasodium EDTA, Glycerin, BHT, Etidronic Acid, Piroctone Olamine, Propylene Glycol, Stearic Acid, Citric acid, Sodium Benzoate, Cocos Nucifera (Coconut) Oil, Astrocaryum Murumuru Seed Butter, Rosa Damascena Flower Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol"
https://reviews.femaledaily.com/products/moisturizer/gel/laneige/water-bank-gel-cream-1,Water Bank Gel Cream,Laneige,Rp. 450.000,4.1,"DESCRIPTION Laneige Water Bank Gel Cream merupakan krim pelembap yang dapat menurunkan suhu kulit serta memberikan kelembapan secara menyeluruh pada kulit. Memiliki tekstur gel yang ringan dan mudah menyerap ke dalam kulit.How To Use:Aplikasikan pada seluruh wajah secara merata. Tepuk-tepuk wajah secara perlahan agar formula dapat menyerap dengan sempurna.Suitable For:Semua jenis kulitIngredients:Water, Glycerin, Butylene Glycol, Squalane, Dimethicone, Bis-PEG-18 Methyl Ether Dimethyl Silane, Dicaprylyl Ether, Pentaerythrityl Tetraethylhexanoate, Cyclopentasiloxane, Sucrose Polystearate, Cyclohexasiloxane, Urea, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Zinc Sulfate, Manganese Sulfate, Calcium Chloride, Ascorbyl Glucoside, Salicornia Herbacea Extract, Propanediol, Xanthan Gum, Glyceryl Stearate, Myristyl Myristate, Tribehenin, Stearic Acid, Palmitic Acid, Glyceryl Undecylenate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, PEG-100 Stearate, Hydrogenated Polyisobutene, Cetearyl Alcohol, Inulin Lauryl Carbamate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Caprylate, Ethylhexylglycerin, Tromethamine, Disodium EDTA, Fragrance"
https://reviews.femaledaily.com/products/moisturizer/gel/skintific/5x-ceramide-barrier-repair-moisture-gel-moisturizer,,,,,
https://reviews.femaledaily.com/products/body-wash/shower-gel-cream/scarlett/scarlett-whitening-shower-scrub,Brightening Shower Scrub,Scarlett,Rp. 75.000,4.1,DESCRIPTION There's no description for this product.
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/emina/sun-protection-spf-30-pa,Sun Protection SPF 30 PA+++,Emina,Rp. 26.000,3.7,DESCRIPTION Emina Sun Protection dengan SPF 30 dan PA+++ memiliki tekstur ringan yang membantu melindungi kulitmu dari sinar UV di hari yang aktif. Diperkaya dengan Aloe Vera Extract dan Emollient untuk memberikan kelembaban ekstrak pada kulit.How to Use:Oleskan pada kulit di pagi hari sebelum keluar rumahSuitable for:Semua jenis kulitIngredients:-
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/azarine-cosmetic/hydrashoothe-sunscreen-gel-spf45-3,Hydrasoothe Sunscreen Gel SPF 45+++,Azarine Cosmetic,,4.1,"DESCRIPTION DAILY SKIN PROTECTION FOR SUNSCREEN HATERSORGANIC SUNSCREEN GEL SPF45+++ FOR ALL SKIN TYPESTabir surya wajah dalam bentuk gel ( water base) yang sangat ringan, dingin dan mudah meresap untuk seluruh jenis kulit termasuk kulit berminyak dan acne prone skin. Di formulasikan dengan kandungan bahan alami Propolis, aloe Vera, green tea dan delima untuk melindungi kulit dari sinar UV A & UV B serta menutrisi kulit. KEUNGGULAN:- 0% alcohol ( bisa untuk kulit sensitif)- 0 % Oil ( bisa untuk kulit berminyak, kombinasi dan berjerawat)- 0% Silicone - Fungal acne Friendly- No Whitecast / efek dempul- Cepat meresap, ringan dan dingin dengan SPF tinggi- Mengandung ekstrak alami untuk kulit- Antioksidan & MelembabkanKEY INGREDIENTS:1.Aloe Vera: Menyegarkan & Menenangkan kulit2. Greentea: Antioksidan tinggi untuk menangkal radikal bebas & anti aging/ firming3. Propolis: Menutrisi & antiseptik alami4. Pomegranade: Antioksidan & moisturizer"
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/skin-aqua/uv-moisture-milk,UV Moisture Milk,Skin Aqua,Rp. 48.500,4.2,"DESCRIPTION Skin Aqua UV Moisture Milk merupakan pelembab yang mengandung SPF 50+. PA +++ untuk perlindungan ganda terhadap UV-A & UV-B. Produk ini juga mengandung Hydraulic Acid (AcHA) dan Collagen yang melembabkan, melembutkan kulit, dan mempertahankan elastisitas kulit, mengandung VItamin B5 dan E juga yang dapat menutrisi kulit.How To Use:Aplikasikan pada bagian wajahSuitable For:Semua jenis kulitIngredients:Water, Cyclopentasiloxane, Zinc Oxide, Silica, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Methicone, Triethoxysilylethyl polydimethylsiloxyethyl hexyl dimethicone, Ethylhexyl methoxycinnamate, Polymethylsilsesquioxane, Butylene Glycol, Triethylhexanoin, Trimethylsiloxysilicate, Lauroyl lysine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Methylparaben, Disodium EDTA, Propylparaben, Tocopheryl Acetate, Dipotassium Glycyrrhizate, Magnesium Ascorbyl Phosphate, Hydrolyzed collagen, Sodium Hyaluronate, Panthenol"
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,,,,,
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/biore/uv-aqua-rich-watery-essence-1,,,,,
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/npure/cica-beat-the-sun,Cica Beat The Sun,NPURE,,4.1,"DESCRIPTION N’PURE Cica Beat The Sun SPF 50 PA ++++ adalah produk perlindungan kulit dari sinar matahari yang diformulasikan dengan 100% Natural Cica Leaf Water, Chrysanthemum Extract, Chamomilla Extract, dan Camellia Sinensis Leaf Extract. Diperkaya dengan uv filter agent yang melindungi kulit dari sinar UVA & UVB sekaligus melembapkan dan menenangkan kulit. Memiliki tekstur ringan, tidak berminyak, dan tidak mengandung bahan alkohol sehingga aman dan nyaman digunakan. How to use:Oleskan Cica Beat The Sun secara merata pada wajah dan leher 30 menit sebelum beraktivitas. Terapkan kembali jika merasa dibutuhkan atau melakukan aktivitas di luar ruangan untuk waktu yang lama. Suitable for:Semua jenis kulit Ingredients:Water, Glycerin, Dibutyl Adipate, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, Ethylhexyl Triazone, Pentylene Glycol, Isoamyl p-Methoxycinnamate, Polysilicone-15, Centella Asiatica Leaf Water, Inulin Lauryl Carbamate, Chrysanthemum Parthenium (Feverfew) Extract, Chamomilla Recutita (Matricaria) Extract, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Isohexadecane, Glyceryl Caprylate, Caprylyl Glycol, Polysorbate 80, Camellia Sinensis Leaf Extract, Sorbitan Oleate"
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/skin-aqua/uv-moisture-gel-69,UV Moisture Gel,Skin Aqua,Rp. 47.700,4.1,"DESCRIPTION Skin Aqua UV Moisture Gel SPF 30 dan PA++ dapat memberikan perlindungan dari sinar UVA dan UVB. Mengandung Improved Hyaluronic Acid, Collagen, vitamin B, E dan C dapat melembabkan, melembutkan, mempertahankan elastisitas kulit, dan menutrisi kulit.How To Use:Usapkan di wajah yang telah dibersihkan. Biarkan hingga meresap dan gunakan makeup seperti biasa.Suitable For:Kulit Normal dan Berminyak.Ingredients:Water, PEG 400, Ethylhexyl methoxycinnamate, Octocrylene, Arbutin, Butyl Methoxydibenzoylmethane, Silica, Cyclopentasiloxane, Bisethylhexyloxyphenol methoxyphenyl triazine, Phenoxyethanol, PEG-20 Methyl Glucose Sesquistearate, Acrylates/C10-30 alkyl acrylate crosspolymer, Arginine, Disodium EDTA, Dipotassium Glycyrrhizate, Polyquaternium-51, Daucus carota Sativa, Sodium Hyaluronate, Acrylates/Acrylamide Copolymer/Mineral Oil/Polysorbate 85."
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/l-oreal-paris/uv-perfect-matte-and-fresh-long-uv-spf-50-pa,UV Perfect Matte & Fresh Long UV SPF 50/ PA++++,L'Oreal Paris,Rp. 99.000,3.7,"DESCRIPTION L'Oreal Paris UV Perfect Matte & Fresh Long UV SPF 50/ PA++++ merupakan tabir surya yang diformulasikan untuk kulit berminyak dengan hasil akhir matte dan terasa ringan pada kulit. Diperkaya dengan Mexoryl dan Long UVA Filters yang membantu mencegah proses penggelapan kulit, noda hitam, dan proses penuaan dini, Oil-Control Formula yang mencegah produksi minyak berlebih, serta Detoxyl yang akan melindungi kulit dari partikel polusi. How to Use:Aplikasikan pada wajah secara merata sebelum beraktivitas di luar ruanganSuitable for:Oily Skin Type & Combination Skin TypeIngredients:-"
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/nivea/sun-protect-and-white-oil-control-serum-spf50-pa,Sun Protect & White Oil Control Serum SPF 50+,NIVEA,Rp. 60.000,3.9,DESCRIPTION NIVEA Sun Protect & White Oil Control Serum SPF50 PA+++ merupakan sun face serum yang mengandung oil control formula untuk membuat makeup lebih tahan lama. Mengandung UVA dan UVB filter sebagai perlindungan optimal dari sinar matahari. Memiliki tekstur yang tidak lengket dan nyaman digunakan.How to use:Aplikasikan pada wajah sebelum menjalankan aktivitasSuitable for:Kulit berminyakIngredients:-
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/carasun/carasun-solar-smart-uv-protector-spf45-pa,Solar Smart UV Protector SPF45 PA++++,Carasun,Rp. 69.000,3.7,DESCRIPTION Sunscren lokal terbaru dari brand carasun
